Unnamed: 0,ch1 - AF7,ch2 - AF8,ch3 - TP9,ch4 - TP10,timestamp
14503,40.97434391453862,63.194959501270205,45.87174290651456,24.343008811585605,1731709515.668733
14505,-71.34607145469636,-78.07228152500466,-39.08756438689306,-31.538576326332983,1731709515.6695092
14504,96.47445925697684,112.2923661195673,88.01293560722843,74.38661011867225,1731709515.6695092
14502,-103.21749887708576,-103.3689648252912,-61.29883022373542,-57.14567132294178,1731709515.668733
14519,-86.35802987683564,-83.5026162606664,-50.53165825130418,-50.96361669618637,1731709515.743575
14500,94.85508257616311,118.8895496414043,87.89699870860204,64.01212764158845,1731709515.653279
14499,-69.76409377343953,-65.79792987043038,-37.95437470031902,-42.2421699995175,1731709515.639514
14506,-23.66234701965004,-10.847579821478575,-4.605686795432121,-15.176514020189645,1731709515.6837227
14501,46.01198915485293,55.81239698873833,53.546017615590245,49.303101115860045,1731709515.653279
14507,116.21365122310816,143.07174275489524,103.42132342467085,80.4452480468899,1731709515.6837227
14518,-8.508272399194539,-8.932751044165343,15.55237396573648,15.359769118018448,1731709515.743575
14509,-78.49676016997546,-73.00097718508914,-43.12665633903816,-49.57237391266972,1731709515.698711
14510,100.09094251412898,124.40216217609122,86.80868782149628,67.4004770014435,1731709515.6996915
14511,43.03502879012376,51.67980753770098,50.23246625484899,45.08823386579752,1731709515.6996915
14512,-97.40195444598794,-100.75477475626394,-54.70538660185412,-53.44317036680877,1731709515.7296815
14513,42.56006149575114,67.97081174468622,48.06706418050453,29.964078444987532,1731709515.7296815
14514,96.07055006176232,112.61773741571233,94.44930343097076,77.98065397609025,1731709515.7301488
14515,-75.46744120586663,-81.88697947980836,-41.55215845769271,-33.43470560386777,1731709515.7301488
14516,-24.11861481424421,-11.760115410666913,-2.137352824676782,-19.989765263162557,1731709515.731002
14517,121.15405906457454,148.07198899565265,111.67154272692278,90.6701345257461,1731709515.731002
14498,-13.807710636407135,-17.46720274304971,6.606533271726221,9.23007309064269,1731709515.639514
14508,-16.672474002465606,-22.239315086510032,2.9264717153273523,8.04452480468899,1731709515.698711
14497,117.06634841300549,139.99006519140676,102.60228533437476,83.77375900745392,1731709515.6392665
