,ch1 - AF7,ch2 - AF8,ch3 - TP9,ch4 - TP10,timestamp
0,-277.63895301055163,-256.09712926577777,201.31694466480985,-482.17782148718834,1731737584.404843
1,-473.353527541738,-432.57365842489526,233.87651367904618,-12.169634455814958,1731737584.404843
2,-157.04961883928627,49.21708341687918,-250.0216617877595,435.27760609285906,1731737584.4190173
3,-208.42275458062068,-381.0228774356656,-285.8405536133796,-51.5433011893183,1731737584.4190173
4,-50.73548279888928,-528.4721730886959,92.82244695024565,224.10789499478415,1731737584.4197483
5,221.6769600235857,-667.5440928409807,387.2965596113354,-167.68402436329052,1731737584.4197483
6,454.4632928655483,-851.5340810110793,417.47007245384157,-153.0161367370747,1731737584.4333546
7,99.44954967172816,-1284.655634779483,715.4671708731912,-173.2452555974014,1731737584.4333546
8,26.31206613825634,-960.419398271013,1005.442183887586,21.253851448185742,1731737584.448963
9,-288.2621388346888,-1257.158020355273,1137.8290324690752,471.71171146119013,1731737584.448963
10,181.0279874051921,-1556.3967655599117,1359.9042918379419,919.4712336561643,1731737584.4499073
11,508.44687877595425,-1411.7916638231836,1206.8937649508007,960.3427303219214,1731737584.4499073
12,820.5546197281219,-933.7857007365674,1697.0656225932762,1406.7614983827807,1731737584.4636629
13,781.2202219441533,-1357.237743169535,1675.6528253969736,929.0098484931514,1731737584.4636629
14,929.737259034533,-1509.466630965937,2052.1466839862987,1203.2174432943575,1731737584.478978
15,1211.2264390494674,-1637.610563047696,2369.8979339716025,819.4176901415922,1731737584.478978
16,1420.881490665488,-1842.2747181728482,2345.8597270064056,805.9260010514408,1731737584.4797158
17,1086.078166832216,-2262.1495462981984,2687.5500766080804,814.5689098490402,1731737584.4797158
18,1002.3829457238317,-1934.8391120261513,2964.6747933747247,997.807178128045,1731737584.493107
19,679.902592244558,-2237.7747483369894,3081.5672364397906,1438.7133336542174,1731737584.493107
20,1158.321814276278,-2540.5065601002425,3307.202880566474,1894.7230751514435,1731737584.5088642
21,1478.350663334597,-2387.8793729585595,3158.870968523901,1943.15290962765,1731737584.5088642
22,1824.1175038879737,-2876.6094991681166,2702.2890223334543,2402.1975799389184,1731737584.509548
23,1706.1517095356248,-3352.83900977578,2557.78489789553,2830.270268767141,1731737584.509548
24,1975.003767600283,-3422.2328534536064,2146.5604583676904,3233.6540080378763,1731737584.523183
25,2140.006283695344,-3630.6724375840276,2292.149153792765,3720.0560465250164,1731737584.523183
26,2428.853716873098,-3785.7230798969977,2381.1961717377417,3756.8791014887393,1731737584.5389705
27,2115.764252182562,-4189.658454411197,2753.890291972086,3797.154084111564,1731737584.5389705
28,1955.4010819825344,-3912.440240145661,2928.089222058188,3920.497854600195,1731737584.53955
29,1689.59143253183,-4183.2351762373,3116.1968400795013,4400.313929265365,1731737584.53955
30,2125.2000197707675,-4505.100316173863,3279.8099833410233,4821.441623875871,1731737584.553238
31,2508.6575720775872,-4325.66926604975,3230.001995731145,4925.928818787914,1731737584.553238
32,2797.922004100401,-3867.9560001227073,3664.314707635436,5331.302184835076,1731737584.5852015
33,2731.839841833338,-4313.529550793581,3600.6672202395275,5810.824677353725,1731737584.5852015
34,2926.765297473874,-4421.818354010582,4058.1224330696277,6140.554826897103,1731737584.5859675
35,3147.6269593071193,-4592.054860093631,4281.609504671767,5696.696020355914,1731737584.5859675
36,3393.099032798782,-4776.59087365726,4312.344002507627,5701.830902995076,1731737584.5867026
37,3092.7588870571926,-5177.336113509256,4696.070827611256,5743.762661298271,1731737584.5867026
38,2930.5332466792315,-4896.022708792239,4880.472204776481,5880.54015242774,1731737584.587478
39,2673.407644925639,-5158.316852284595,5077.611681190785,6358.755549911875,1731737584.587478
40,3126.0739158624783,-5474.725478185806,5256.135805575643,6774.408030987252,1731737584.5983956
41,3494.3325147493742,-5295.043854764663,5200.875043830369,6888.372132387012,1731737584.5983956
42,3782.3104211874306,-4837.35676813731,5626.672003535554,7306.951085177716,1731737584.6132648
43,3738.862133452203,-5275.656213394366,5593.8712109741755,7773.185713153798,1731737584.6132648
44,3871.795007427223,-5430.054243165068,5975.002545508556,8074.847913529724,1731737584.6288934
45,4171.912629121449,-5544.068833214231,6313.13625025237,7713.091130715795,1731737584.6288934
46,4353.481032070238,-5777.515258398373,6224.423953353427,7638.10800655419,1731737584.629605
47,4062.6065731165,-6161.980713743251,6643.545191637706,7695.2574177770875,1731737584.629605
48,3983.634845652152,-5828.334888946265,6943.098088438623,7902.378687173128,1731737584.6432288
49,3582.61659310339,-6199.549878748134,6942.8587348414585,8265.76419641776,1731737584.6432288
50,3144.8856126395985,-6457.847939137835,7248.640435018577,7790.017132904381,1731737584.6589732
51,3469.0507910489105,-6298.533810875379,7118.450777661055,7852.123781518545,1731737584.6589732
52,3778.5480818320066,-5819.652711199131,7564.843366422225,8250.159463852644,1731737584.6597216
53,3729.0411561685614,-6248.026461973786,7510.86726031173,8724.689189930446,1731737584.6597216
54,3886.788266349584,-6389.304922699928,7943.24644393893,9051.43863920914,1731737584.6731832
55,4161.2426945478655,-6539.611501919106,8234.668798236176,8656.277069990989,1731737584.6731832
56,4357.815576118883,-6763.0686543216,8184.570968379732,8613.408466748893,1731737584.688879
57,4074.6827100734226,-7154.273409386631,8617.959924994968,8693.689159197733,1731737584.688879
58,3980.328774091322,-6815.8966111456975,8891.498077704106,8878.146634862293,1731737584.6895962
59,3586.8838189528324,-7166.63938859012,8866.870836495887,9202.498808269389,1731737584.6895962
60,3187.539171634242,-7373.913993884344,9241.982802051585,8775.011413784232,1731737584.7030196
61,3461.6906679361127,-7250.304690498859,9048.125087848399,8794.973129797727,1731737584.7030196
62,3779.2624027235433,-6807.891355290543,9514.74305556994,9209.389573937748,1731737584.7188184
63,3755.519647854846,-7230.520619733259,9519.268334516324,8773.408866653219,1731737584.7188184
64,3865.5044957017526,-7411.3672219906,9887.803685999941,9053.589081683662,1731737584.7194924
65,4120.021517236251,-7573.768637666479,10145.222869900055,8629.312391310465,1731737584.7194924
66,4377.476230185945,-7746.4192491709255,10158.458375843242,8622.488943841308,1731737584.733075
67,4097.877569598611,-8100.374600677285,10598.156543683726,8695.147720180452,1731737584.733075
68,3973.851267368067,-7783.644343379885,10818.973326717503,8832.344080104958,1731737584.7487817
69,3592.50862848619,-8144.346474406309,10820.351479851175,9184.446311183274,1731737584.7487817
70,3165.0062744012102,-8390.344003841747,11183.099336153362,8776.769166763406,1731737584.7495074
71,3478.1050888416357,-8261.71201481577,11043.103661112022,8837.892221689224,1731737584.7495074
72,3777.0147228501737,-7817.148237132933,11459.53591132816,9206.71554546943,1731737584.7630568
73,3740.503949532751,-8227.009483126923,11452.218797064852,8748.254299551249,1731737584.7630568
74,3900.5884971860796,-8344.797632231377,11880.90295953583,9061.095060894731,1731737584.7787976
75,4150.729835772421,-8503.447928251699,12106.02062751865,8593.207397138234,1731737584.7787976
76,4368.298515694682,-8698.608997589443,12078.964321289212,8580.661902736872,1731737584.7795346
