timestamp,ch1 - AF7,ch2 - AF8,ch3 - TP9,ch4 - TP10
1731709443.5926418,-2664.1383029,-437.4934968,-437.5570751,1881.8316400
1731709443.6062613,-2452.4749250,-401.8503803,-473.4694644,1612.4971348
1731709443.6219840,-2199.9400504,-228.6612232,-175.3938281,1964.3824517
1731709443.6226439,-1968.0643832,-127.7942514,-136.7344823,1935.0990351
1731709443.6363254,-1912.4969497,-200.6718119,-216.7739512,2009.9755721
1731709443.6519935,-1401.1684780,95.9957521,68.0306501,2149.0493618
1731709443.6526487,-1081.9119183,136.3904115,66.0821623,2335.0962949
1731709443.6663160,-560.4296182,420.2375984,356.8350745,2397.8518162
1731709443.6820312,-475.1729889,528.9864093,528.7059168,2596.8575027
1731709443.6826556,-527.5895567,463.4988912,519.0812843,2767.7896302
1731709443.6962807,-309.3215155,724.9216380,769.0655471,3081.5709763
1731709443.7120287,-479.0643548,601.1702184,673.4026461,3078.6875135
1731709443.7126751,-399.7822156,702.8506184,746.8037926,3107.0191256
1731709443.7263415,-493.0571905,668.9839543,702.6505337,3022.0186794
1731709443.7420580,-712.6734656,495.7087795,532.3990680,2860.4194723
1731709443.7426856,-702.5102875,614.6039390,615.0976058,2876.5066519
1731709443.7563071,-1061.5649926,346.1352207,367.0468713,2591.7656289
1731709443.7720411,-949.3679939,352.3378448,379.2875639,2510.5649211
1731709443.7727425,-946.3555045,332.1704343,337.0790530,2544.6204501
1731709443.7863328,-963.9966126,218.1539743,228.7191916,2244.3139634
1731709443.8020191,-831.9388752,456.4248704,439.2830389,2414.5635591
1731709443.8026495,-1057.8437921,293.8401996,304.4297263,2272.2341865
1731709443.8162968,-1017.6192981,394.1349667,381.0378370,2336.3248521
1731709443.8320005,-1017.2602677,426.0737123,404.2308266,2316.1892307
1731709443.8326046,-1196.2500097,278.7459634,275.4492416,2147.9143022
1731709443.8462811,-1033.3811065,452.7018000,417.7599147,2265.6725321
1731709443.8620272,-1271.8296479,227.0212771,216.2372755,2038.3726324
1731709443.8625979,-1257.9490092,287.1925274,250.4424005,2029.5146794
1731709443.8762991,-1293.6444843,273.2277410,228.1469869,2026.1805586
1731709443.8920140,-1416.5955653,140.9568293,122.6687185,1950.7617361
1731709443.8926110,-1289.7643381,291.3886952,243.4749669,2034.5990734
1731709443.9062333,-1499.7653305,82.0982838,57.9123508,1840.2420825
1731709443.9219975,-1441.5276084,117.3244015,74.0705886,1828.8746566
1731709443.9226336,-1530.3352727,67.3630780,15.4925356,1685.2007900
1731709443.9362919,-1724.0546106,-104.8144362,-136.3586223,1534.3145263
1731709443.9519949,-1674.9310247,1.4136822,-61.0164678,1602.8033142
1731709443.9526329,-1934.5623594,-202.2481798,-243.3795995,1408.9063310
1731709443.9662716,-1910.1071536,-143.3092264,-216.2728046,1376.9956346
1731709443.9820368,-1977.1317707,-151.6529432,-223.3262559,1406.9260540
1731709443.9827733,-2107.3158182,-261.8808845,-311.2101650,1334.8637917
1731709443.9963541,-1956.8353336,-80.0731280,-150.8395150,1355.2873853
1731709444.0120733,-2315.5721472,-271.8757672,-327.5853169,1799.6641680
1731709444.0129290,-2196.0243752,-168.4712733,-257.5799996,2082.8793119
1731709444.0263186,-2092.6815897,-62.3852712,-148.5076873,2337.4748713
1731709444.0427313,-2204.1212586,-80.5630549,-165.7916350,2476.5785802
1731709444.0434570,-2000.6389118,91.2685185,-15.4233474,2663.9382182
1731709444.0563352,-2106.8689001,-125.6101499,-173.3462329,2498.5878914
1731709444.0720754,-2007.2641446,-102.0057713,-136.4633395,2542.6850518
1731709444.0728581,-2002.4490234,-132.2690417,-151.9409155,2535.9457521
1731709444.0863645,-2197.5147253,-290.8950284,-282.8112346,2397.1244056
1731709444.1023612,-1992.6467456,-76.6810387,-75.1476798,2498.8048056
1731709444.1031203,-2111.7532095,-140.1583607,-137.0841629,2454.7095152
1731709444.1166737,-1964.7265225,-31.4188995,-53.9330973,2588.3997189
1731709444.1321571,-1893.9171267,48.6972373,2.9470412,2511.5728241
1731709444.1328397,-2099.3086924,-149.3828239,-187.3409385,2285.8212431
1731709444.1471293,113.9416620,226.0058942,165.3877258,-319.2453400
1731709444.1478443,-104.8013465,49.1535051,2.7207772,-499.9460862
1731709444.1614635,-168.3403768,71.7069718,3.7903886,-656.3225230
1731709444.1774735,-385.6753130,-124.1983376,-140.9194303,-815.5188444
1731709444.1778464,-343.7865635,30.1323739,-49.5218853,-617.8165131
1731709444.1914537,-370.8204304,-75.7984224,-108.5543361,-717.2080943
1731709444.2071109,-310.9633316,-121.7879721,-148.5095573,-623.3683946
1731709444.2078488,-7.6144363,-107.8792842,-114.8859867,-590.7228079
1731709444.2214799,-223.4739820,-353.1475331,-369.1692645,-679.0330655
1731709444.2371163,-57.5888495,-234.4487184,-266.2584374,-570.1234389
1731709444.2378087,-49.8547364,-258.9188838,-264.2295417,-647.0943199
1731709444.2514801,24.9694421,-149.9774680,-141.2242322,-453.9527965
1731709444.2671499,159.0055865,18.6190919,-6.7075106,-273.5493724
1731709444.2678809,-77.0849479,-173.7464022,-251.0613540,-634.8536273
1731709444.2814631,-70.1698729,-117.9470949,-184.1508039,-647.3542429
1731709444.2971921,-225.1849862,-320.9432546,-309.3907036,-1057.3033766
1731709444.2978988,-165.9094418,-232.8368215,-257.9820388,-1549.6892550
1731709444.3114617,-74.7045016,-76.7296574,-251.8598226,-1445.4021447
1731709444.3271086,-226.4509423,-305.5498264,-524.5321885,-1654.5111709
1731709444.3279147,34.3042323,-200.1800151,-352.4911807,-1541.2875697
1731709444.3414476,-113.7378375,-269.8805306,-382.0644396,-1721.9686814
1731709444.3572524,-282.6616387,-222.3183529,-289.1784143,-2269.1057602
1731709444.3580699,-418.8276561,-315.7429237,-415.4262171,-2289.0543866
1731709444.3715961,-463.3362055,-528.2814382,-557.5237159,-2528.3986340
1731709444.3872900,-197.7042013,-187.3839474,-204.2041474,-2816.4662980
1731709444.3882060,-85.5950903,-84.5198690,-74.2800230,-2228.8831362
1731709444.4015508,221.6059019,149.2313580,143.5074411,-1771.8860611
1731709444.4174397,455.3608689,336.7910807,279.0582450,-1671.4267384
1731709444.4178724,303.0534432,164.5443784,131.0404846,-1953.3104779
1731709444.4317384,457.2569981,310.9147129,245.7637857,-1949.4845603
1731709444.4474947,311.9263558,183.7300651,107.9596920,-2297.8581111
1731709444.4479775,329.6179525,175.0759366,103.5092111,-2348.6833515
1731709444.4616673,345.1665866,182.1293879,52.6895805,-2704.8003652
1731709444.4776163,129.3874488,-21.6708503,-100.8800614,-2735.7517772
1731709444.4779949,284.0379218,172.9591533,88.1812311,-2194.9379342
1731709444.4914432,176.2072564,93.1983069,39.3755367,-2191.8038981
1731709444.5073521,168.8153441,111.9707347,83.3380607,-2011.4453528
1731709444.5079467,269.0988915,210.4983991,167.8354903,-1902.6554030
1731709444.5219481,172.5365446,138.4978451,163.6486723,-1592.0305323
1731709444.5375297,359.9223619,377.3858247,416.2527350,-1014.4609526
1731709444.5379128,336.1178987,328.5950899,354.2676332,-1063.3395751
1731709444.5518682,360.9732738,334.4125043,367.2095569,-1070.3257082
1731709444.5672927,442.1047935,419.5550667,449.1806842,-851.1283019
1731709444.5679188,283.2768522,245.6141897,319.3594070,-933.0844695
1731709444.5817349,428.2110651,384.2522810,422.9378062,-835.0261626
1731709444.5974476,296.8938279,283.7219003,351.4365289,-846.0177286
1731709444.5978899,322.4298648,301.1367444,391.5319963,-727.1543582
1731709444.6279795,501.7730273,438.8959593,502.9062170,-652.2460321
1731709444.6285508,284.5577679,253.6175756,310.6772292,-905.3493714
1731709444.6293354,310.1760826,326.1061865,336.0374908,-1080.0382284
1731709444.6415887,95.0850864,68.4177298,125.8027547,-1601.7804515
1731709444.6572542,-20.9845787,72.1314504,109.6669564,-1705.3495010
1731709444.6581547,82.9809002,241.2011077,236.6702189,-1583.3352649
1731709444.6717420,31.1346671,159.3272179,213.6847938,-1446.6007827
1731709444.6871629,240.8832162,327.1533585,356.5246628,-1462.6524333
1731709444.6878340,75.4992304,177.7780143,220.0706730,-1544.6646994
1731709444.7014947,10.8550596,103.2044092,158.0799613,-1540.4666617
1731709444.7173858,107.2435012,169.1556750,184.3359289,-1494.7482547
1731709444.7180829,5.7968449,29.3956137,79.1792919,-1477.3334105
1731709444.7317789,167.6316658,188.0029008,200.7353902,-1365.1495015
1731709444.7473145,71.8995766,102.0899190,119.7123276,-1460.2084086
1731709444.7479093,74.5885647,98.9801922,124.2899652,-1459.3725410
1731709444.7615557,155.6639859,202.3416773,207.2353363,-1399.1152729
1731709444.7772243,22.8825779,79.0465255,116.1594227,-1482.9021216
1731709444.7779436,158.0986608,224.2874102,233.3192686,-1417.2556577
1731709444.7916479,28.2886033,136.4259405,159.1046939,-1542.4076698
1731709444.8075123,17.2110196,105.9046170,145.8729278,-1583.8158421
1731709444.8079481,85.0715043,193.4070563,184.7230086,-1588.1821753
1731709444.8379807,-65.3790611,46.1073566,59.7205924,-1693.7745106
1731709444.8388836,128.5665408,205.0886338,191.7465407,-1575.6179814
1731709444.8394732,16.7753213,89.5500345,87.6913042,-1738.1278542
1731709444.8519690,-1.3314044,53.7049634,51.8443631,-1867.7939255
1731709444.8673947,44.0223624,120.3686801,97.4954519,-1852.0807359
1731709444.8678827,-110.1512734,-19.1258484,-7.9005387,-1908.5457454
1731709444.8817620,44.8170911,140.7866639,127.2126970,-1728.5312709
1731709444.8974783,-59.5560368,63.0154443,67.0956752,-1759.9613901
1731709444.8979580,-6.9524740,50.6887340,61.3698883,-1736.4187199
1731709444.9115975,72.6382069,133.0824700,127.8092110,-1696.2035757
1731709444.9275236,-86.0233088,-29.1880492,-7.7322432,-1838.6339256
1731709444.9279437,73.7676567,102.2320352,101.5887724,-1741.9313324
1731709444.9417205,-14.6398384,31.9780146,47.7398229,-1782.0511092
1731709444.9571624,-1.7671027,58.2003231,87.4014620,-1703.2252378
1731709444.9581552,111.6173142,180.2014695,180.7774141,-1620.7529640
1731709444.9717271,-12.3790689,51.9397306,80.1909348,-1695.4668154
1731709444.9875636,107.9409925,204.4752902,191.6885722,-1573.7442915
1731709444.9880288,31.4656483,121.8627701,125.9336512,-1631.9520944
1731709445.0014987,53.0617006,126.3712195,132.5551441,-1615.4797051
1731709445.0171804,155.6247170,221.6900497,209.9355441,-1556.4659537
1731709445.0178993,12.2537822,74.2538437,92.3755289,-1666.9538181
1731709445.0315261,147.2249017,207.5289185,200.7522198,-1582.3460614
1731709445.0472083,38.6200769,107.8250556,118.6745054,-1674.2765422
1731709445.0479467,33.1934821,89.1498652,103.1875797,-1681.1467384
1731709445.0615098,90.5167986,168.4338743,154.5233164,-1660.0219135
1731709445.0775380,-57.9628395,3.6127434,33.0794151,-1769.5168345
1731709445.0780060,65.0929587,142.6173449,136.5699267,-1695.8632448
1731709445.0917268,-46.5991534,36.1704424,44.4356213,-1799.4042450
1731709445.1072614,-56.6800538,23.0172143,41.5446787,-1809.7020595
1731709445.1079683,14.1686110,124.0524815,106.1177913,-1766.0443374
1731709445.1215713,-123.9720737,-27.9071335,-4.2167372,-1863.1919786
1731709445.1372499,17.6018391,128.7385762,113.9061330,-1766.5716633
1731709445.1379924,-83.7400999,34.7474105,38.1993381,-1858.5358032
1731709445.1524839,31.6002847,142.6061252,124.3946824,177.9089108
1731709445.1529536,-146.0711425,-38.3900730,-21.0612466,28.9730050
1731709445.1665690,-46.8609464,48.4447941,50.5092189,92.0501576
1731709445.1822703,-62.6751134,55.9021546,47.6444555,85.3519968
1731709445.1829491,-147.2604307,-42.7133974,-30.6391304,51.6517583
1731709445.1967435,4.3551135,100.6444477,87.1658483,136.9719659
1731709445.2120917,-135.7471487,-48.6056098,-30.8092958,16.1002693
1731709445.2129109,-37.3522508,49.4059484,52.7269795,75.1028010
1731709445.2268343,-41.7073643,46.5561446,45.9035321,58.5256944
1731709445.2423129,-101.8543053,-38.2965755,-12.4314275,21.7736975
1731709445.2429223,54.2977375,107.0677259,95.9882723,94.8906116
1731709445.2565770,-83.9158752,-32.8045325,-0.8396075,-13.9311273
1731709445.2724264,16.6163755,66.4094035,64.5338437,78.9324585
1731709445.2729344,-12.4519969,70.7140284,67.1760830,65.7605309
1731709445.2866993,-93.9649864,-26.9085802,-5.7257868,18.9332435
1731709445.3025217,47.9903962,121.0643015,102.9874950,113.9304423
1731709445.3029747,-95.8629856,-26.5289803,-9.7443093,13.7890111
1731709445.3165507,-17.6934667,68.8347286,52.4371373,94.5297113
1731709445.3327730,-23.0882724,62.2020161,48.4447941,36.3780069
1731709445.3328388,-107.0789456,-27.1741131,-18.7518584,-47.4668102
1731709445.3466172,26.7365448,121.2643861,102.3928509,68.3130126
1731709445.3627784,-113.3993765,-14.5482108,-7.4124817,-19.4213005
1731709445.3628433,-18.2151827,64.0233473,55.6478414,42.0402154
1731709445.3767765,-29.0814621,73.2739899,63.0247941,27.8828241
1731709445.3927586,-104.3862176,-11.8386533,1.3650635,-17.6822470
1731709445.3928232,29.9827779,122.4817235,117.0813080,91.0329048
1731709445.4065683,-109.5267101,-26.2971065,-2.4776837,-2.7768757
1731709445.4224868,-5.9894498,72.9112196,81.8514504,73.5226932
1731709445.4230216,-10.1575683,73.1412234,75.3402846,47.3003847
1731709445.4369371,-79.8880030,-12.5043555,0.9162755,2.2308503
1731709445.4520507,63.3726047,128.9199613,112.0698421,107.4230164
1731709445.4675996,-44.3421238,-14.7090265,8.2782686,33.0364063
1731709445.4680128,46.2532127,62.0823393,68.3074027,116.9504115
1731709445.4822285,43.9120353,74.6558829,72.4418621,109.4855712
1731709445.4829595,-13.9105579,-11.8031243,8.9682801,69.9585686
1731709445.4966152,130.8385300,133.8678490,121.5747978,164.0469717
1731709445.5125332,-18.2413620,-16.8744286,-9.0879569,41.1856483
1731709445.5129704,71.4975374,74.9475951,77.3336513,116.0378759
1731709445.5267513,58.9258637,74.7755597,72.6157675,94.5988994
1731709445.5421789,-16.6369450,-17.1212620,0.1589457,40.9126356
1731709445.5428319,113.0366062,121.4682107,105.6540437,116.6044708
1731709445.5568709,-30.8934436,-23.3257560,-8.6952674,9.2244632
1731709445.5723791,41.3277645,52.1566448,50.6027164,57.0577837
1731709445.5729909,39.6952981,58.1068256,50.2231165,38.7434936
1731709445.5867696,-63.8644016,-49.1478953,-26.8094728,-18.2544517
1731709445.6024640,71.4863177,97.7553750,83.4203385,63.8363523
1731709445.6029613,-42.9359214,-29.7078953,-5.3873259,-2.3823163
1731709445.6167700,71.3890803,77.1148671,78.3639937,93.1085493
1731709445.6325626,59.3204231,70.4335359,71.1310272,91.0534743
1731709445.6329656,2.9433013,4.6730050,22.8620084,56.1415082
1731709445.6465485,141.9572526,139.3112733,126.9714734,148.7900498
1731709445.6625111,8.4596537,-1.0752212,18.0562370,51.3301269
1731709445.6630030,102.2656943,94.0753134,92.0314581,136.9233472
1731709445.6765077,100.3228163,97.5160214,93.6377451,141.1269948
1731709445.6924558,38.3638937,18.0880261,34.3079722,101.9814619
1731709445.6929898,182.0340205,165.9356211,151.1087878,193.7212079
1731709445.7067709,50.6887340,23.1406310,40.1553058,99.4233704
1731709445.7222991,153.0123968,118.8502807,118.3397843,171.0144053
1731709445.7230475,133.8173603,112.0025239,103.2492880,140.2238089
1731709445.7365708,59.8010003,28.6345440,45.0807541,93.4320506
1731709445.7525549,201.5469485,180.3791148,163.0241090,186.5424699
1731709445.7530005,56.2817544,30.9177529,45.0321354,88.2653789
1731709445.7667444,148.6778528,122.9679105,124.9837166,155.9033395
1731709445.7825544,142.6734434,127.8297805,123.1492957,140.6164984
1731709445.7830007,68.1708964,36.5724817,55.6889803,89.7744285
1731709445.7967246,201.1318196,181.5160443,161.8273410,171.6576681
1731709445.8125956,57.5346209,28.6382839,40.7873489,63.7596844
1731709445.8129992,143.5990686,110.8824238,110.1494034,129.6492418
1731709445.8265700,117.6853019,110.2503807,96.6109656,108.3486416
1731709445.8426156,43.8690265,14.1181223,33.0457560,57.7777144
1731709445.8430133,170.5843168,156.1445631,135.2684415,138.2229625
1731709445.8566055,22.1663870,2.2775991,13.0092420,32.5090804
1731709445.8725033,119.9778605,103.1333511,93.9649864,106.0635627
1731709445.8729751,103.4662022,85.6979375,79.4728741,78.0180530
1731709445.8867445,28.0604694,1.0602616,14.4285340,33.0401462
1731709445.9023099,157.8050786,145.0221006,123.9066254,123.1511656
1731709445.9030027,16.3396229,-4.3887726,12.9905425,23.9147903
1731709445.9329505,118.1565293,97.1083723,89.4565370,96.4781992
1731709445.9336979,113.2890495,99.9450864,91.5920199,86.8479568
1731709445.9346058,33.8105655,9.3104809,23.4398230,36.4471950
1731709445.9469481,167.0276719,149.5642091,131.5322814,122.5714811
1731709445.9622977,27.2676106,2.0943440,17.2428087,26.1063716
1731709445.9630096,123.9309348,98.8810849,93.5760368,100.2760676
1731709445.9768021,120.7781991,101.6729202,94.1183223,88.9460406
1731709445.9923241,48.0221854,12.0761370,28.6064948,41.1519892
1731709445.9931700,175.5471640,149.2070486,131.3658559,122.4966831
